,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
31594,Asia,印度,India,68,0.0,3,0,2020-03-12
31595,Europe,芬兰,Finland,65,0.0,1,0,2020-03-12
31596,Europe,葡萄牙,Portugal,59,0.0,0,0,2020-03-12
31597,Africa,埃及,Egypt,67,0.0,8,1,2020-03-12
31598,South America,巴西,Brazil,52,0.0,0,0,2020-03-12
31599,Asia,黎巴嫩,Lebanon,52,0.0,1,1,2020-03-12
31600,Asia,伊拉克,Iraq,68,0.0,15,8,2020-03-12
31601,Europe,爱尔兰,Ireland,43,0.0,0,1,2020-03-12
31602,Asia,菲律宾,Philippines,35,0.0,1,1,2020-03-12
31603,Europe,斯洛文尼亚,Slovenia,31,0.0,0,0,2020-03-12
31604,Asia,巴勒斯坦,Palestine,30,0.0,0,0,2020-03-12
31605,Europe,俄罗斯,Russia,28,0.0,3,0,2020-03-12
31606,Europe,罗马尼亚,Romania,28,0.0,3,0,2020-03-12
31607,Asia,泰国,Thailand,59,0.0,34,1,2020-03-12
31608,Asia,印度尼西亚,Indonesia,27,0.0,2,1,2020-03-12
31609,Europe,格鲁吉亚,Georgia,24,0.0,0,0,2020-03-12
31610,Europe,波兰,Poland,22,0.0,0,0,2020-03-12
31611,Asia,沙特阿拉伯,Saudi Arabia,21,0.0,0,0,2020-03-12
31612,Africa,阿尔及利亚,Algeria,20,0.0,0,0,2020-03-12
31613,Asia,越南,Vietnam,35,0.0,16,0,2020-03-12
31614,Europe,克罗地亚,Croatia,19,0.0,0,0,2020-03-12
31615,South America,阿根廷,Argentina,19,0.0,0,1,2020-03-12
31616,Europe,塞尔维亚,Republic of Serbia,18,0.0,0,0,2020-03-12
31617,Asia,巴基斯坦,Pakistan,18,0.0,1,0,2020-03-12
31618,South America,智利,Chile,17,0.0,0,0,2020-03-12
31619,Asia,阿曼,Oman,18,0.0,2,0,2020-03-12
31620,Europe,爱沙尼亚,Estonia,16,0.0,0,0,2020-03-12
31621,South America,厄瓜多尔,Ecuador,15,0.0,0,0,2020-03-12
31622,Europe,阿尔巴尼亚,Albania,15,0.0,0,0,2020-03-12
31623,Africa,南非,South Africa,13,0.0,0,0,2020-03-12
31624,North America,哥斯达黎加,Costa Rica,13,0.0,0,0,2020-03-12
31625,Asia,阿塞拜疆,Azerbaijan,13,0.0,3,0,2020-03-12
31626,Europe,拉脱维亚,Latvia,10,0.0,0,0,2020-03-12
31627,Europe,斯洛伐克,Slovakia,10,0.0,0,0,2020-03-12
31628,North America,巴拿马,Panama,11,0.0,0,1,2020-03-12
31629,Europe,北马其顿,North Macedonia,9,0.0,0,0,2020-03-12
31630,Europe,匈牙利,Hungary,9,0.0,0,0,2020-03-12
31631,South America,哥伦比亚,Colombia,9,0.0,0,0,2020-03-12
31632,Asia,阿富汗,Afghanistan,7,0.0,0,0,2020-03-12
31633,Europe,白俄罗斯,Belarus,9,0.0,2,0,2020-03-12
31634,Europe,卢森堡,Luxembourg,7,0.0,0,0,2020-03-12
31635,Africa,突尼斯,Tunisia,7,0.0,0,0,2020-03-12
31636,Europe,波黑,Bosnia and Herzegovina,7,0.0,0,0,2020-03-12
31637,Europe,保加利亚,Bulgaria,7,0.0,0,0,2020-03-12
31638,North America,墨西哥,Mexico,7,0.0,1,0,2020-03-12
31639,South America,秘鲁,Peru,6,0.0,0,0,2020-03-12
31640,Asia,马尔代夫,Maldives,6,0.0,0,0,2020-03-12
31641,Europe,马耳他,Malta,6,0.0,0,0,2020-03-12
31642,Asia,塞浦路斯,Cyprus,6,0.0,0,0,2020-03-12
31643,Asia,文莱,Brunei,6,0.0,0,0,2020-03-12
31644,Oceania,新西兰,New Zealand,5,0.0,0,0,2020-03-12
31645,Africa,塞内加尔,Senegal,4,0.0,0,0,2020-03-12
31646,Africa,摩洛哥,Morocco,5,0.0,0,1,2020-03-12
31647,Europe,立陶宛,Lithuania,3,0.0,0,0,2020-03-12
31648,Europe,摩尔多瓦,Moldova,3,0.0,0,0,2020-03-12
31649,Asia,孟加拉国,Bangladesh,3,0.0,0,0,2020-03-12
31650,Asia,柬埔寨,Kampuchea (Cambodia ),3,0.0,1,0,2020-03-12
31651,Africa,尼日利亚,Nigeria,2,0.0,0,0,2020-03-12
31652,Africa,喀麦隆,Cameroon,2,0.0,0,0,2020-03-12
31653,South America,巴拉圭,Paraguay,2,0.0,0,0,2020-03-12
31654,Africa,布基纳法索,Burkina Faso,2,0.0,0,0,2020-03-12
31655,South America,玻利维亚,Bolivia,2,0.0,0,0,2020-03-12
31656,Asia,斯里兰卡,SriLanka,2,0.0,1,0,2020-03-12
31657,Europe,摩纳哥,Monaco,1,0.0,0,0,2020-03-12
31658,Asia,亚美尼亚,Armenia,1,0.0,0,0,2020-03-12
31659,North America,多米尼加,Dominican Republic,1,0.0,0,0,2020-03-12
31660,Europe,安道尔,Andorra,1,0.0,0,0,2020-03-12
31661,Europe,乌克兰,Ukraine,1,0.0,0,0,2020-03-12
31662,Asia,约旦,Jordan,1,0.0,0,0,2020-03-12
31663,Europe,列支敦士登,Liechtenstein,1,0.0,0,0,2020-03-12
31664,Asia,不丹,Kingdom of Bhutan,1,0.0,0,0,2020-03-12
31665,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-12
31666,Africa,多哥,Togo,1,0.0,0,0,2020-03-12
31667,Asia,蒙古,Mongolia,1,0.0,0,0,2020-03-12
31668,Asia,土耳其,Turkey,1,0.0,0,0,2020-03-12
31669,Africa,刚果（金）,Democratic Republic of the Congo,1,0.0,0,0,2020-03-12
31670,North America,牙买加,Jamaica,1,0.0,0,0,2020-03-12
31671,Africa,科特迪瓦,Ivory Coast,1,0.0,0,0,2020-03-12
31672,Asia,尼泊尔,Nepal,1,0.0,1,0,2020-03-12
31759,Europe,意大利,Italy,12462,0.0,1045,827,2020-03-12
31760,Europe,丹麦,Denmark,514,0.0,1,0,2020-03-12
31761,Europe,荷兰,Netherlands,503,0.0,0,5,2020-03-12
31762,Europe,瑞典,Sweden,500,0.0,0,8,2020-03-12
31763,Europe,挪威,Norway,489,0.0,0,0,2020-03-12
31764,Europe,英国,United Kingdom,460,0.0,8,6,2020-03-12
31765,Europe,比利时,Belgium,267,0.0,1,3,2020-03-12
31766,Asia,卡塔尔,Qatar,263,0.0,0,0,2020-03-12
31767,Europe,奥地利,Austria,246,0.0,2,0,2020-03-12
31768,Asia,巴林,Bahrain,195,0.0,35,0,2020-03-12
31769,Oceania,澳大利亚,Australia,128,0.0,22,3,2020-03-12
31770,North America,加拿大,Canada,107,0.0,4,1,2020-03-12
31771,Asia,以色列,Israel,97,0.0,2,0,2020-03-12
31772,Europe,捷克,Czech Republic,91,0.0,0,0,2020-03-12
31773,Europe,冰岛,Iceland,90,0.0,0,0,2020-03-12
31774,Europe,希腊,Greece,89,0.0,0,1,2020-03-12
31775,Europe,圣马力诺,San Marino,69,0.0,0,3,2020-03-12
31776,Asia,印度,India,68,0.0,3,0,2020-03-12
31777,Europe,芬兰,Finland,65,0.0,1,0,2020-03-12
31778,Europe,葡萄牙,Portugal,59,0.0,0,0,2020-03-12
31779,Africa,埃及,Egypt,67,0.0,8,1,2020-03-12
31780,South America,巴西,Brazil,52,0.0,0,0,2020-03-12
31781,Asia,伊拉克,Iraq,68,0.0,15,8,2020-03-12
31782,Europe,爱尔兰,Ireland,43,0.0,0,1,2020-03-12
31783,Europe,俄罗斯,Russia,28,0.0,3,0,2020-03-12
31784,Europe,格鲁吉亚,Georgia,24,0.0,0,0,2020-03-12
31785,Europe,克罗地亚,Croatia,19,0.0,0,0,2020-03-12
31786,Europe,塞尔维亚,Republic of Serbia,18,0.0,0,0,2020-03-12
31787,Europe,爱沙尼亚,Estonia,16,0.0,0,0,2020-03-12
31788,Europe,阿尔巴尼亚,Albania,15,0.0,0,0,2020-03-12
31789,Africa,南非,South Africa,13,0.0,0,0,2020-03-12
31790,Europe,拉脱维亚,Latvia,10,0.0,0,0,2020-03-12
31791,Europe,斯洛伐克,Slovakia,10,0.0,0,0,2020-03-12
31792,North America,巴拿马,Panama,11,0.0,0,1,2020-03-12
31793,Europe,北马其顿,North Macedonia,9,0.0,0,0,2020-03-12
31794,South America,哥伦比亚,Colombia,9,0.0,0,0,2020-03-12
31795,Europe,卢森堡,Luxembourg,7,0.0,0,0,2020-03-12
31796,Africa,突尼斯,Tunisia,7,0.0,0,0,2020-03-12
31797,Europe,保加利亚,Bulgaria,7,0.0,0,0,2020-03-12
31798,Europe,马耳他,Malta,6,0.0,0,0,2020-03-12
31799,Asia,塞浦路斯,Cyprus,6,0.0,0,0,2020-03-12
31800,Africa,摩洛哥,Morocco,5,0.0,0,1,2020-03-12
31801,Europe,摩尔多瓦,Moldova,3,0.0,0,0,2020-03-12
31802,Africa,科特迪瓦,Ivory Coast,1,0.0,0,0,2020-03-12
31803,Asia,伊朗,Iran,9000,0.0,2959,354,2020-03-12
31804,Europe,法国,France,2281,0.0,12,48,2020-03-12
31805,Europe,西班牙,Spain,2128,0.0,183,47,2020-03-12
31806,Europe,德国,Germany,1567,0.0,14,3,2020-03-12
31807,Europe,丹麦,Denmark,514,0.0,1,0,2020-03-12
31808,Asia,日本,Japan,620,0.0,102,14,2020-03-12
31809,Europe,瑞典,Sweden,500,0.0,0,1,2020-03-12
31810,North America,加拿大,Canada,107,0.0,4,1,2020-03-12
31811,Asia,以色列,Israel,97,0.0,2,0,2020-03-12
31812,Europe,捷克,Czech Republic,91,0.0,0,0,2020-03-12
31813,Europe,希腊,Greece,89,0.0,0,1,2020-03-12
31814,Asia,印度,India,68,0.0,3,0,2020-03-12
31815,Europe,芬兰,Finland,65,0.0,1,0,2020-03-12
31816,Africa,埃及,Egypt,67,0.0,8,1,2020-03-12
31817,South America,巴西,Brazil,52,0.0,0,0,2020-03-12
31818,Asia,伊拉克,Iraq,68,0.0,15,8,2020-03-12
31819,Europe,塞尔维亚,Republic of Serbia,18,0.0,0,0,2020-03-12
31820,Europe,阿尔巴尼亚,Albania,15,0.0,0,0,2020-03-12
31821,Europe,斯洛伐克,Slovakia,10,0.0,0,0,2020-03-12
31822,North America,巴拿马,Panama,11,0.0,0,1,2020-03-12
31823,Europe,北马其顿,North Macedonia,9,0.0,0,0,2020-03-12
31824,Africa,突尼斯,Tunisia,7,0.0,0,0,2020-03-12
31825,Europe,保加利亚,Bulgaria,7,0.0,0,0,2020-03-12
31826,Asia,塞浦路斯,Cyprus,6,0.0,0,0,2020-03-12
31827,Europe,法国,France,2281,0.0,12,48,2020-03-12
31828,Europe,德国,Germany,1567,0.0,14,3,2020-03-12
31868,Europe,意大利,Italy,10283,0.0,1004,631,2020-03-12
31869,Asia,韩国,Korea,7755,0.0,288,61,2020-03-12
31870,Asia,伊朗,Iran,9000,0.0,2959,354,2020-03-12
31871,Europe,西班牙,Spain,2128,0.0,183,47,2020-03-12
31872,Europe,法国,France,1784,0.0,12,33,2020-03-12
31873,Europe,德国,Germany,1524,0.0,14,2,2020-03-12
31874,North America,美国,United States of America,1004,0.0,10,31,2020-03-12
31875,Asia,日本,Japan,620,0.0,102,14,2020-03-12
31876,Europe,瑞士,Switzerland,476,0.0,3,3,2020-03-12
31877,Europe,荷兰,Netherlands,382,0.0,0,4,2020-03-12
31878,Europe,英国,United Kingdom,373,0.0,8,6,2020-03-12
31879,Europe,瑞典,Sweden,355,0.0,0,0,2020-03-12
31880,Europe,挪威,Norway,277,0.0,0,0,2020-03-12
31881,Europe,比利时,Belgium,267,0.0,1,0,2020-03-12
31882,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,696,0.0,427,7,2020-03-12
31883,Europe,丹麦,Denmark,262,0.0,1,0,2020-03-12
31884,Europe,奥地利,Austria,182,0.0,2,0,2020-03-12
31885,Asia,马来西亚,Malaysia,129,0.0,23,0,2020-03-12
31886,Asia,巴林,Bahrain,109,0.0,14,0,2020-03-12
31887,Oceania,澳大利亚,Australia,117,0.0,22,3,2020-03-12
31888,Europe,希腊,Greece,89,0.0,0,0,2020-03-12
31889,North America,加拿大,Canada,93,0.0,4,1,2020-03-12
31890,Asia,新加坡,Singapore,166,0.0,82,0,2020-03-12
31891,Asia,以色列,Israel,75,0.0,2,0,2020-03-12
31892,Asia,科威特,Kuwait,69,0.0,0,0,2020-03-12
31893,Europe,冰岛,Iceland,69,0.0,0,0,2020-03-12
31894,Asia,阿联酋,United Arab Emirates,74,0.0,7,0,2020-03-12
31895,Europe,捷克,Czech Republic,61,0.0,0,0,2020-03-12
31896,Europe,圣马力诺,San Marino,62,0.0,0,2,2020-03-12
31897,Asia,印度,India,61,0.0,3,0,2020-03-12
31898,Asia,伊拉克,Iraq,71,0.0,9,7,2020-03-12
31899,Asia,黎巴嫩,Lebanon,52,0.0,1,1,2020-03-12
31900,Africa,埃及,Egypt,59,0.0,12,1,2020-03-12
31901,Europe,芬兰,Finland,40,0.0,1,0,2020-03-12
31902,South America,巴西,Brazil,34,0.0,0,0,2020-03-12
31903,Europe,爱尔兰,Ireland,34,0.0,0,0,2020-03-12
31904,Asia,菲律宾,Philippines,35,0.0,1,1,2020-03-12
31905,Europe,斯洛文尼亚,Slovenia,31,0.0,0,0,2020-03-12
31906,Europe,葡萄牙,Portugal,30,0.0,0,0,2020-03-12
31907,Asia,巴勒斯坦,Palestine,30,0.0,0,0,2020-03-12
31908,Europe,罗马尼亚,Romania,28,0.0,3,0,2020-03-12
31909,Asia,泰国,Thailand,59,0.0,34,1,2020-03-12
31910,Asia,卡塔尔,Qatar,24,0.0,0,0,2020-03-12
31911,Asia,印度尼西亚,Indonesia,27,0.0,2,1,2020-03-12
31912,Europe,格鲁吉亚,Georgia,23,0.0,0,0,2020-03-12
31913,Europe,波兰,Poland,22,0.0,0,0,2020-03-12
31914,Asia,沙特阿拉伯,Saudi Arabia,21,0.0,0,0,2020-03-12
31915,Africa,阿尔及利亚,Algeria,20,0.0,0,0,2020-03-12
31916,Asia,越南,Vietnam,35,0.0,16,0,2020-03-12
31917,South America,阿根廷,Argentina,19,0.0,0,1,2020-03-12
31918,Europe,俄罗斯,Russia,20,0.0,3,0,2020-03-12
31919,Asia,巴基斯坦,Pakistan,18,0.0,1,0,2020-03-12
31920,South America,智利,Chile,17,0.0,0,0,2020-03-12
31921,Asia,阿曼,Oman,18,0.0,2,0,2020-03-12
31922,Europe,克罗地亚,Croatia,15,0.0,0,0,2020-03-12
31923,South America,厄瓜多尔,Ecuador,15,0.0,0,0,2020-03-12
31924,Europe,爱沙尼亚,Estonia,13,0.0,0,0,2020-03-12
31925,North America,哥斯达黎加,Costa Rica,13,0.0,0,0,2020-03-12
31926,Asia,阿塞拜疆,Azerbaijan,13,0.0,3,0,2020-03-12
31927,Europe,匈牙利,Hungary,9,0.0,0,0,2020-03-12
31928,Europe,拉脱维亚,Latvia,8,0.0,0,0,2020-03-12
31929,Asia,阿富汗,Afghanistan,7,0.0,0,0,2020-03-12
31930,Europe,北马其顿,North Macedonia,7,0.0,0,0,2020-03-12
31931,Europe,白俄罗斯,Belarus,9,0.0,2,0,2020-03-12
31932,Europe,波黑,Bosnia and Herzegovina,7,0.0,0,0,2020-03-12
31933,Africa,南非,South Africa,7,0.0,0,0,2020-03-12
31934,Europe,斯洛伐克,Slovakia,7,0.0,0,0,2020-03-12
31935,North America,巴拿马,Panama,8,0.0,0,1,2020-03-12
31936,North America,墨西哥,Mexico,7,0.0,1,0,2020-03-12
31937,South America,秘鲁,Peru,6,0.0,0,0,2020-03-12
31938,Asia,马尔代夫,Maldives,6,0.0,0,0,2020-03-12
31939,Europe,阿尔巴尼亚,Albania,6,0.0,0,0,2020-03-12
31940,Asia,文莱,Brunei,6,0.0,0,0,2020-03-12
31941,Europe,卢森堡,Luxembourg,5,0.0,0,0,2020-03-12
31942,Africa,突尼斯,Tunisia,5,0.0,0,0,2020-03-12
31943,Europe,塞尔维亚,Republic of Serbia,5,0.0,0,0,2020-03-12
31944,Europe,马耳他,Malta,5,0.0,0,0,2020-03-12
31945,Europe,立陶宛,Lithuania,3,0.0,0,0,2020-03-12
31946,Africa,摩洛哥,Morocco,3,0.0,0,0,2020-03-12
31947,South America,哥伦比亚,Colombia,3,0.0,0,0,2020-03-12
31948,Asia,孟加拉国,Bangladesh,3,0.0,0,0,2020-03-12
31949,Asia,柬埔寨,Kampuchea (Cambodia ),3,0.0,1,0,2020-03-12
31950,Africa,尼日利亚,Nigeria,2,0.0,0,0,2020-03-12
31951,South America,巴拉圭,Paraguay,2,0.0,0,0,2020-03-12
31952,Europe,保加利亚,Bulgaria,2,0.0,0,0,2020-03-12
31953,Africa,布基纳法索,Burkina Faso,2,0.0,0,0,2020-03-12
31954,Asia,塞浦路斯,Cyprus,2,0.0,0,0,2020-03-12
31955,South America,玻利维亚,Bolivia,2,0.0,0,0,2020-03-12
31956,Asia,斯里兰卡,SriLanka,2,0.0,1,0,2020-03-12
31957,Europe,摩尔多瓦,Moldova,1,0.0,0,0,2020-03-12
31958,Asia,蒙古,Mongolia,1,0.0,0,0,2020-03-12
31959,Asia,土耳其,Turkey,1,0.0,0,0,2020-03-12
31960,Africa,刚果（金）,Democratic Republic of the Congo,1,0.0,0,0,2020-03-12
31961,North America,牙买加,Jamaica,1,0.0,0,0,2020-03-12
31962,Asia,日本,Japan,620,0.0,102,14,2020-03-11
31996,Europe,西班牙,Spain,2128,0.0,183,47,2020-03-11
32039,Asia,伊朗,Iran,9000,0.0,2959,354,2020-03-11
32057,Europe,意大利,Italy,10283,0.0,1004,631,2020-03-11
32058,Asia,韩国,Korea,7755,0.0,288,61,2020-03-11
32059,Europe,西班牙,Spain,1695,0.0,2,35,2020-03-11
32060,Europe,德国,Germany,1524,0.0,14,2,2020-03-11
32061,Asia,日本,Japan,582,0.0,102,12,2020-03-11
32062,Europe,英国,United Kingdom,373,0.0,8,6,2020-03-11
32063,Europe,瑞典,Sweden,355,0.0,0,0,2020-03-11
32064,Europe,挪威,Norway,277,0.0,0,0,2020-03-11
32065,Europe,比利时,Belgium,267,0.0,1,0,2020-03-11
32066,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,696,0.0,427,7,2020-03-11
32067,Europe,丹麦,Denmark,262,0.0,1,0,2020-03-11
32068,Europe,奥地利,Austria,182,0.0,2,0,2020-03-11
32069,Oceania,澳大利亚,Australia,117,0.0,22,3,2020-03-11
32070,North America,加拿大,Canada,93,0.0,4,1,2020-03-11
32071,Asia,以色列,Israel,75,0.0,2,0,2020-03-11
32072,Europe,冰岛,Iceland,69,0.0,0,0,2020-03-11
32073,Europe,捷克,Czech Republic,61,0.0,0,0,2020-03-11
32074,Europe,圣马力诺,San Marino,62,0.0,0,2,2020-03-11
32075,Asia,印度,India,61,0.0,3,0,2020-03-11
32076,Asia,伊拉克,Iraq,71,0.0,9,7,2020-03-11
32077,Asia,黎巴嫩,Lebanon,52,0.0,1,1,2020-03-11
32078,Africa,埃及,Egypt,59,0.0,12,1,2020-03-11
32079,South America,巴西,Brazil,34,0.0,0,0,2020-03-11
32080,Europe,爱尔兰,Ireland,34,0.0,0,0,2020-03-11
32081,Asia,菲律宾,Philippines,35,0.0,1,1,2020-03-11
32082,Europe,斯洛文尼亚,Slovenia,31,0.0,0,0,2020-03-11
32083,Asia,巴勒斯坦,Palestine,30,0.0,0,0,2020-03-11
32084,Europe,罗马尼亚,Romania,28,0.0,3,0,2020-03-11
32085,Asia,泰国,Thailand,59,0.0,34,1,2020-03-11
32086,Asia,卡塔尔,Qatar,24,0.0,0,0,2020-03-11
32087,Asia,印度尼西亚,Indonesia,27,0.0,2,1,2020-03-11
32088,Europe,格鲁吉亚,Georgia,23,0.0,0,0,2020-03-11
32089,Europe,波兰,Poland,22,0.0,0,0,2020-03-11
32090,Asia,沙特阿拉伯,Saudi Arabia,21,0.0,0,0,2020-03-11
32091,Africa,阿尔及利亚,Algeria,20,0.0,0,0,2020-03-11
32092,Asia,越南,Vietnam,35,0.0,16,0,2020-03-11
32093,South America,阿根廷,Argentina,19,0.0,0,1,2020-03-11
32094,Europe,俄罗斯,Russia,20,0.0,3,0,2020-03-11
32095,Asia,巴基斯坦,Pakistan,18,0.0,1,0,2020-03-11
32096,South America,智利,Chile,17,0.0,0,0,2020-03-11
32097,Asia,阿曼,Oman,18,0.0,2,0,2020-03-11
32098,Europe,克罗地亚,Croatia,15,0.0,0,0,2020-03-11
32099,South America,厄瓜多尔,Ecuador,15,0.0,0,0,2020-03-11
32100,Europe,爱沙尼亚,Estonia,13,0.0,0,0,2020-03-11
32101,North America,哥斯达黎加,Costa Rica,13,0.0,0,0,2020-03-11
32102,Asia,阿塞拜疆,Azerbaijan,13,0.0,3,0,2020-03-11
32103,Asia,阿富汗,Afghanistan,7,0.0,0,0,2020-03-11
32104,Europe,波黑,Bosnia and Herzegovina,7,0.0,0,0,2020-03-11
32105,Africa,南非,South Africa,7,0.0,0,0,2020-03-11
32106,North America,巴拿马,Panama,8,0.0,0,1,2020-03-11
32107,Europe,塞尔维亚,Republic of Serbia,5,0.0,0,0,2020-03-11
32108,Europe,马耳他,Malta,5,0.0,0,0,2020-03-11
32109,Europe,立陶宛,Lithuania,3,0.0,0,0,2020-03-11
32110,South America,哥伦比亚,Colombia,3,0.0,0,0,2020-03-11
32111,Asia,柬埔寨,Kampuchea (Cambodia ),3,0.0,1,0,2020-03-11
32112,South America,巴拉圭,Paraguay,2,0.0,0,0,2020-03-11
32113,South America,玻利维亚,Bolivia,2,0.0,0,0,2020-03-11
32114,Asia,斯里兰卡,SriLanka,2,0.0,1,0,2020-03-11
32115,Africa,刚果（金）,Democratic Republic of the Congo,1,0.0,0,0,2020-03-11
32116,North America,牙买加,Jamaica,1,0.0,0,0,2020-03-11
32117,South America,玻利维亚,Bolivia,2,0.0,0,0,2020-03-11
32118,Africa,刚果（金）,Democratic Republic of the Congo,1,0.0,0,0,2020-03-11
32119,North America,牙买加,Jamaica,1,0.0,0,0,2020-03-11
32141,Europe,马耳他,Malta,5,0.0,0,0,2020-03-11
32142,South America,哥伦比亚,Colombia,3,0.0,0,0,2020-03-11
32143,Asia,柬埔寨,Kampuchea (Cambodia ),3,0.0,1,0,2020-03-11
32144,South America,巴拉圭,Paraguay,2,0.0,0,0,2020-03-11
32145,Asia,阿富汗,Afghanistan,7,0.0,0,0,2020-03-11
32146,Europe,波黑,Bosnia and Herzegovina,7,0.0,0,0,2020-03-11
32147,Africa,南非,South Africa,7,0.0,0,0,2020-03-11
32148,North America,巴拿马,Panama,8,0.0,0,1,2020-03-11
32149,Europe,塞尔维亚,Republic of Serbia,5,0.0,0,0,2020-03-11
32197,North America,哥斯达黎加,Costa Rica,13,0.0,0,0,2020-03-11
32198,Asia,巴勒斯坦,Palestine,30,0.0,0,0,2020-03-11
32199,Europe,罗马尼亚,Romania,28,0.0,3,0,2020-03-11
32200,Asia,卡塔尔,Qatar,24,0.0,0,0,2020-03-11
32201,Europe,格鲁吉亚,Georgia,23,0.0,0,0,2020-03-11
32202,Europe,波兰,Poland,22,0.0,0,0,2020-03-11
32203,Asia,沙特阿拉伯,Saudi Arabia,21,0.0,0,0,2020-03-11
32204,Europe,克罗地亚,Croatia,15,0.0,0,0,2020-03-11
32205,South America,厄瓜多尔,Ecuador,15,0.0,0,0,2020-03-11
32206,Europe,捷克,Czech Republic,61,0.0,0,0,2020-03-11
32207,Asia,印度,India,61,0.0,3,0,2020-03-11
32208,Asia,黎巴嫩,Lebanon,52,0.0,1,1,2020-03-11
32209,Africa,埃及,Egypt,59,0.0,12,1,2020-03-11
32210,South America,巴西,Brazil,34,0.0,0,0,2020-03-11
32211,Europe,爱尔兰,Ireland,34,0.0,0,0,2020-03-11
32212,Asia,菲律宾,Philippines,35,0.0,1,1,2020-03-11
32213,Europe,斯洛文尼亚,Slovenia,31,0.0,0,0,2020-03-11
32214,Oceania,澳大利亚,Australia,117,0.0,22,3,2020-03-11
32215,North America,加拿大,Canada,93,0.0,4,1,2020-03-11
32216,Asia,以色列,Israel,75,0.0,2,0,2020-03-11
32217,Europe,冰岛,Iceland,69,0.0,0,0,2020-03-11
32218,Europe,圣马力诺,San Marino,62,0.0,0,2,2020-03-11
32219,Asia,伊拉克,Iraq,71,0.0,9,7,2020-03-11
32220,Europe,英国,United Kingdom,373,0.0,8,6,2020-03-11
32221,Europe,瑞典,Sweden,355,0.0,0,0,2020-03-11
32222,Europe,挪威,Norway,277,0.0,0,0,2020-03-11
32223,Europe,比利时,Belgium,267,0.0,1,0,2020-03-11
32224,Europe,丹麦,Denmark,262,0.0,1,0,2020-03-11
32225,Europe,奥地利,Austria,182,0.0,2,0,2020-03-11
32242,Europe,德国,Germany,1524,0.0,14,2,2020-03-11
32243,Asia,日本,Japan,582,0.0,102,12,2020-03-11
32244,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,696,0.0,427,7,2020-03-11
32245,Europe,意大利,Italy,10283,0.0,1004,631,2020-03-11
32246,Europe,西班牙,Spain,1695,0.0,2,35,2020-03-11
32247,Africa,阿尔及利亚,Algeria,20,0.0,0,0,2020-03-11
32248,South America,阿根廷,Argentina,19,0.0,0,1,2020-03-11
32249,Europe,俄罗斯,Russia,20,0.0,3,0,2020-03-11
32250,Asia,巴基斯坦,Pakistan,18,0.0,1,0,2020-03-11
32251,South America,智利,Chile,17,0.0,0,0,2020-03-11
32252,Asia,阿曼,Oman,18,0.0,2,0,2020-03-11
32253,Europe,爱沙尼亚,Estonia,13,0.0,0,0,2020-03-11
32254,Asia,韩国,Korea,7755,0.0,288,61,2020-03-11
32255,Asia,印度尼西亚,Indonesia,27,0.0,2,1,2020-03-11
32256,Asia,阿塞拜疆,Azerbaijan,13,0.0,3,0,2020-03-11
32257,Europe,立陶宛,Lithuania,3,0.0,0,0,2020-03-11
32277,Asia,泰国,Thailand,59,0.0,34,1,2020-03-11
32278,Asia,越南,Vietnam,35,0.0,16,0,2020-03-11
32279,Asia,斯里兰卡,SriLanka,2,0.0,1,0,2020-03-11
32348,Europe,意大利,Italy,10149,0.0,1004,631,2020-03-11
32349,Asia,韩国,Korea,7755,0.0,247,54,2020-03-11
32350,Asia,伊朗,Iran,8042,0.0,2731,291,2020-03-11
32351,Europe,法国,France,1784,0.0,12,33,2020-03-11
32352,Europe,西班牙,Spain,1648,0.0,2,35,2020-03-11
32353,Europe,德国,Germany,1296,0.0,14,2,2020-03-11
32354,North America,美国,United States of America,1004,0.0,10,31,2020-03-11
32355,Europe,瑞士,Switzerland,476,0.0,3,3,2020-03-11
32356,Asia,日本,Japan,581,0.0,102,12,2020-03-11
32357,Europe,荷兰,Netherlands,382,0.0,0,4,2020-03-11
32358,Europe,瑞典,Sweden,326,0.0,0,0,2020-03-11
32359,Europe,英国,United Kingdom,319,0.0,8,2,2020-03-11
32360,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,696,0.0,427,6,2020-03-11
32361,Europe,比利时,Belgium,239,0.0,1,0,2020-03-11
32362,Europe,挪威,Norway,169,0.0,0,0,2020-03-11
32363,Europe,奥地利,Austria,157,0.0,2,0,2020-03-11
32364,Europe,丹麦,Denmark,113,0.0,1,0,2020-03-11
32365,Asia,马来西亚,Malaysia,129,0.0,23,0,2020-03-11
32366,Asia,巴林,Bahrain,109,0.0,14,0,2020-03-11
32367,Europe,希腊,Greece,89,0.0,0,0,2020-03-11
32368,Asia,新加坡,Singapore,166,0.0,82,0,2020-03-11
32369,Oceania,澳大利亚,Australia,101,0.0,22,3,2020-03-11
32370,North America,加拿大,Canada,77,0.0,4,1,2020-03-11
32371,Asia,科威特,Kuwait,69,0.0,0,0,2020-03-11
32372,Asia,阿联酋,United Arab Emirates,74,0.0,7,0,2020-03-11
